Neighbourhood,From_Date,To_Date,Crime_Code,Crime_Type,Ward,City,FID
Prospect,1491004800000,1491177600000,2142,THEFT FROM MV < $5000,9,Fredericton,1342
Prospect,1491782400000,,2142,THEFT FROM MV < $5000,9,Fredericton,1343
Prospect,1491696000000,1491782400000,2142,THEFT FROM MV < $5000,9,Fredericton,1344
Prospect,1493078400000,1493164800000,2142,THEFT FROM MV < $5000,9,Fredericton,1345
Prospect,1497398400000,1497398400000,2142,THEFT FROM MV < $5000,11,Fredericton,1346
Prospect,1499558400000,1499558400000,2142,THEFT FROM MV < $5000,9,Fredericton,1347
Prospect,1499558400000,1499644800000,2142,THEFT FROM MV < $5000,9,Fredericton,1348
Prospect,1499904000000,1499904000000,2142,THEFT FROM MV < $5000,9,Fredericton,1349
Prospect,1505347200000,1505433600000,2142,THEFT FROM MV < $5000,9,Fredericton,1350
Prospect,1486598400000,1486598400000,2132,THEFT FROM MV > $5000,9,Fredericton,1351
Prospect,1506470400000,,2132,THEFT FROM MV > $5000,9,Fredericton,1352
Prospect,1483747200000,,2140,THEFT OTH <$5000,10,Fredericton,1353
Prospect,1484524800000,,2140,THEFT OTH <$5000,12,Fredericton,1354
Prospect,1484784000000,,2140,THEFT OTH <$5000,10,Fredericton,1355
Prospect,1485302400000,,2140,THEFT OTH <$5000,12,Fredericton,1356
Prospect,1485388800000,,2140,THEFT OTH <$5000,11,Fredericton,1357
Prospect,1485993600000,,2140,THEFT OTH <$5000,9,Fredericton,1358
Prospect,1485993600000,,2140,THEFT OTH <$5000,9,Fredericton,1359
Prospect,1486684800000,,2140,THEFT OTH <$5000,9,Fredericton,1360
Prospect,1487116800000,,2140,THEFT OTH <$5000,10,Fredericton,1361
Prospect,1487203200000,1487203200000,2140,THEFT OTH <$5000,9,Fredericton,1362
North Devon,1500595200000,1500681600000,2170,MISCHIEF TO PROP,3,Fredericton,1363
North Devon,1501372800000,,2170,MISCHIEF TO PROP,3,Fredericton,1364
North Devon,1502409600000,1502496000000,2170,MISCHIEF TO PROP,3,Fredericton,1365
North Devon,1502582400000,,2170,MISCHIEF TO PROP,3,Fredericton,1366
North Devon,1503187200000,1503360000000,2170,MISCHIEF TO PROP,3,Fredericton,1367
North Devon,1505433600000,1505520000000,2170,MISCHIEF TO PROP,3,Fredericton,1368
North Devon,1505001600000,,2140,THEFT BIKE<$5000,3,Fredericton,1369
North Devon,1485820800000,1485820800000,2142,THEFT FROM MV < $5000,3,Fredericton,1370
North Devon,1484438400000,,2142,THEFT FROM MV < $5000,3,Fredericton,1371
North Devon,1498953600000,1499040000000,2142,THEFT FROM MV < $5000,3,Fredericton,1372
North Devon,1499731200000,1499817600000,2142,THEFT FROM MV < $5000,3,Fredericton,1373
North Devon,1496880000000,,2140,THEFT OTH <$5000,4,Fredericton,1374
North Devon,1496880000000,,2140,THEFT OTH <$5000,4,Fredericton,1375
North Devon,1498089600000,,2140,THEFT OTH <$5000,4,Fredericton,1376
North Devon,1502668800000,,2140,THEFT OTH <$5000,4,Fredericton,1377
North Devon,1504310400000,1504396800000,2142,THEFT FROM MV < $5000,3,Fredericton,1378
Hanwell North,1487808000000,1487808000000,2120,B&E RESIDENCE,12,Fredericton,1379
Hanwell North,1508025600000,,2170,MISCHIEF TO PROP,12,Fredericton,1380
Hanwell North,1486080000000,1486252800000,2142,THEFT FROM MV < $5000,12,Fredericton,1381
Hanwell North,1487116800000,,2142,THEFT FROM MV < $5000,12,Fredericton,1382
Hanwell North,1505692800000,1505692800000,2142,THEFT FROM MV < $5000,12,Fredericton,1383
Hanwell North,1499904000000,,2140,THEFT OTH <$5000,12,Fredericton,1384
Doak Road,1484524800000,,2130,THEFT OTH >$5000,7,Fredericton,1385
Montogomery / Prospect East,1488931200000,1488931200000,2170,MISCHIEF TO PROP,8,Fredericton,1386
Montogomery / Prospect East,1508198400000,,2170,MISCHIEF TO PROP,8,Fredericton,1387
Montogomery / Prospect East,1495670400000,1495756800000,2142,THEFT FROM MV < $5000,11,Fredericton,1388
Montogomery / Prospect East,1497312000000,1497398400000,2142,THEFT FROM MV < $5000,11,Fredericton,1389
Montogomery / Prospect East,1497312000000,1497398400000,2142,THEFT FROM MV < $5000,9,Fredericton,1390
Montogomery / Prospect East,1484870400000,1484956800000,2140,THEFT OTH <$5000,8,Fredericton,1391
Montogomery / Prospect East,1485820800000,,2140,THEFT OTH <$5000,8,Fredericton,1392
Montogomery / Prospect East,1489881600000,1489968000000,2140,THEFT OTH <$5000,8,Fredericton,1393
Montogomery / Prospect East,1493596800000,,2140,THEFT OTH <$5000,8,Fredericton,1394
Montogomery / Prospect East,1494201600000,,2140,THEFT OTH <$5000,8,Fredericton,1395
Montogomery / Prospect East,1494288000000,1494288000000,2140,THEFT OTH <$5000,8,Fredericton,1396
Montogomery / Prospect East,1494806400000,1494806400000,2140,THEFT OTH <$5000,8,Fredericton,1397
Montogomery / Prospect East,1495929600000,,2140,THEFT OTH <$5000,8,Fredericton,1398
Montogomery / Prospect East,1499040000000,1499126400000,2140,THEFT OTH <$5000,9,Fredericton,1399
Montogomery / Prospect East,1499299200000,1500854400000,2140,THEFT OTH <$5000,8,Fredericton,1400
Montogomery / Prospect East,1508284800000,,2140,THEFT OTH <$5000,8,Fredericton,1401
Fredericton South,1500768000000,,2120,B&E OTHER,7,Fredericton,1402
Fredericton South,1483574400000,,2135,MOTOR VEH THEFT,7,Fredericton,1403
Fredericton South,1507420800000,1507507200000,2142,THEFT FROM MV < $5000,7,Fredericton,1404
Fredericton South,1498780800000,,2120,B&E NON-RESIDNCE,12,Fredericton,1405
Fredericton South,1492128000000,1492387200000,2120,B&E RESIDENCE,12,Fredericton,1406
Fredericton South,1508112000000,1508198400000,2170,MISCHIEF TO PROP,9,Fredericton,1407
Fredericton South,1501632000000,1501632000000,2140,THEFT BIKE<$5000,12,Fredericton,1408
Fredericton South,1485302400000,1485388800000,2142,THEFT FROM MV < $5000,12,Fredericton,1409
Fredericton South,1487894400000,1487980800000,2142,THEFT FROM MV < $5000,12,Fredericton,1410
Fredericton South,1499385600000,,2142,THEFT FROM MV < $5000,12,Fredericton,1411
Fredericton South,1498953600000,1498953600000,2142,THEFT FROM MV < $5000,12,Fredericton,1412
Fredericton South,1508112000000,1508198400000,2142,THEFT FROM MV < $5000,12,Fredericton,1413
Fredericton South,1508112000000,1508198400000,2142,THEFT FROM MV < $5000,12,Fredericton,1414
Fredericton South,1505865600000,,2140,THEFT OTH <$5000,12,Fredericton,1415
Woodstock Road,1485561600000,,2120,B&E NON-RESIDNCE,12,Fredericton,1416
Woodstock Road,1493942400000,1494028800000,2170,MISCHIEF TO PROP,10,Fredericton,1417
Woodstock Road,1489449600000,1489536000000,2135,MOTOR VEH THEFT,10,Fredericton,1418
Woodstock Road,1506211200000,1506297600000,2135,MOTOR VEH THEFT,10,Fredericton,1419
Woodstock Road,1500854400000,1500854400000,2140,THEFT BIKE<$5000,10,Fredericton,1420
Woodstock Road,1495670400000,1495756800000,2142,THEFT FROM MV < $5000,12,Fredericton,1421
Woodstock Road,1497139200000,,2142,THEFT FROM MV < $5000,10,Fredericton,1422
Woodstock Road,1483228800000,1485907200000,2132,THEFT FROM MV > $5000,10,Fredericton,1423
Woodstock Road,1488412800000,1489104000000,2140,THEFT OTH <$5000,10,Fredericton,1424
Woodstock Road,1505174400000,,2140,THEFT OTH <$5000,10,Fredericton,1425
North Devon,1494547200000,,2140,THEFT OTH <$5000,3,Fredericton,1426
North Devon,1495584000000,1495584000000,2140,THEFT OTH <$5000,3,Fredericton,1427
North Devon,1496361600000,,2140,THEFT OTH <$5000,3,Fredericton,1428
North Devon,1508112000000,1508112000000,2140,THEFT OTH <$5000,3,Fredericton,1429
North Devon,1498521600000,,2120,B&E RESIDENCE,0,Fredericton,1430
North Devon,1483833600000,,2170,MISCHIEF TO PROP,3,Fredericton,1431
North Devon,1490745600000,,2170,MISCHIEF TO PROP,3,Fredericton,1432
North Devon,1490918400000,1490918400000,2170,MISCHIEF TO PROP,3,Fredericton,1433
North Devon,1495324800000,1495411200000,2170,MISCHIEF TO PROP,3,Fredericton,1434
North Devon,1497225600000,,2170,MISCHIEF TO PROP,0,Fredericton,1435
North Devon,1502150400000,,2170,MISCHIEF TO PROP,3,Fredericton,1436
North Devon,1498176000000,1498953600000,2140,THEFT BIKE<$5000,0,Fredericton,1437
North Devon,1488240000000,1488240000000,2142,THEFT FROM MV < $5000,3,Fredericton,1438
North Devon,1488240000000,1488240000000,2142,THEFT FROM MV < $5000,3,Fredericton,1439
North Devon,1497139200000,1497225600000,2142,THEFT FROM MV < $5000,3,Fredericton,1440
North Devon,1497225600000,,2142,THEFT FROM MV < $5000,3,Fredericton,1441
North Devon,1497571200000,1497657600000,2142,THEFT FROM MV < $5000,3,Fredericton,1442
North Devon,1485129600000,,2140,THEFT OTH <$5000,3,Fredericton,1443
North Devon,1485302400000,,2140,THEFT OTH <$5000,3,Fredericton,1444
North Devon,1486684800000,,2140,THEFT OTH <$5000,3,Fredericton,1445
North Devon,1492387200000,,2140,THEFT OTH <$5000,3,Fredericton,1446
North Devon,1495324800000,,2140,THEFT OTH <$5000,3,Fredericton,1447
North Devon,1505692800000,1505865600000,2140,THEFT OTH <$5000,3,Fredericton,1448
North Devon,1506384000000,,2140,THEFT OTH <$5000,3,Fredericton,1449
Wesbett / Case,,,0, ,0, ,1450
Serenity Lane,1497571200000,1497830400000,2120,B&E NON-RESIDNCE,12,Fredericton,1451
Serenity Lane,1505779200000,,2120,B&E OTHER,12,Fredericton,1452
Monteith / Talisman,1492560000000,,2120,B&E NON-RESIDNCE,12,Fredericton,1453
Monteith / Talisman,1492560000000,,2120,B&E NON-RESIDNCE,12,Fredericton,1454
Monteith / Talisman,1487548800000,1490486400000,2120,B&E OTHER,12,Fredericton,1455
Monteith / Talisman,1497139200000,1497225600000,2120,B&E RESIDENCE,12,Fredericton,1456
Monteith / Talisman,1497139200000,1497225600000,2120,B&E RESIDENCE,12,Fredericton,1457
Monteith / Talisman,1498176000000,,2120,B&E RESIDENCE,12,Fredericton,1458
Monteith / Talisman,1496620800000,1496620800000,2140,THEFT BIKE<$5000,12,Fredericton,1459
Monteith / Talisman,1499731200000,,2142,THEFT FROM MV < $5000,12,Fredericton,1460
